
-1.989724,3.472005,-1.642395,-1.929846,-1.470456
-1.304069,1.627286,0.498523,-1.275354,0.556609
-0.426495,0.446375,-0.210774,-0.426839,-0.160270
0.660899,-0.760973,0.781580,0.628620,1.056228
1.716708,-2.413186,1.282238,1.651230,0.977744
2.452250,-4.589957,2.314517,2.357272,2.372601
2.807744,-6.130716,3.926184,2.687199,3.566506
2.867802,-6.317157,4.044599,2.735278,4.238776
2.767356,-5.396318,3.918517,2.635628,3.663080
2.487913,-4.396983,1.359126,2.368656,1.322042
2.065472,-4.115688,2.244752,1.968900,2.216055
1.521119,-3.353763,1.049817,1.453940,0.975671
0.862392,-2.249072,2.210982,0.823975,2.187231
-0.008681,0.246495,-0.118152,-0.017754,-0.192519
-1.081569,3.140499,-1.598611,-1.058782,-1.610935
-2.147510,4.693482,-1.597460,-2.091488,-1.643007
-2.911140,5.430111,-1.515728,-2.821239,-1.666014
-3.290497,5.621607,-1.532575,-3.177920,-1.438940
-3.379964,6.277595,-3.408644,-3.254307,-3.079906
-3.298322,7.198094,-3.599332,-3.172311,-3.707070
-3.056689,7.295154,-3.744415,-2.939647,-3.686588
-2.652936,5.911936,-3.487851,-2.560234,-3.303752
-2.103201,3.938609,-1.447086,-2.039295,-1.340036
-1.446666,1.888787,-0.744812,-1.410285,-0.752371
-0.604804,0.668167,0.004950,-0.599655,0.049745
0.459407,-0.552102,0.111009,0.432885,-0.045195
1.530601,-2.041763,0.533248,1.470631,0.378832
2.345880,-4.174457,2.532503,2.254485,2.521905
2.769517,-5.921276,2.303982,2.652569,2.235748
2.873499,-6.362830,4.855486,2.742949,4.995362
2.802270,-5.608753,3.122916,2.669176,2.961544
2.552317,-4.525957,3.127332,2.429134,3.101467
2.154505,-4.181549,2.593060,2.052115,2.587882
1.635610,-3.540082,2.077949,1.562580,2.072942
0.994601,-2.579282,2.066919,0.950745,1.943652
0.174377,-0.327719,1.231177,0.161108,1.180064
-0.871014,2.682233,-1.416042,-0.853470,-1.562608
-1.962257,4.575413,-3.240994,-1.911696,-3.276041
-2.797793,5.313479,-2.523553,-2.715676,-2.532343
-3.248068,5.589989,-1.198703,-3.138914,-1.078932
-3.372150,6.089217,-2.218649,-3.248735,-2.137095
-3.326463,7.083029,-4.006045,-3.197534,-3.866313
-3.111625,7.378226,-4.046078,-2.993167,-4.065958
-2.735389,6.305095,-4.151426,-2.637390,-4.149117
-2.205952,4.366641,-2.438811,-2.136412,-2.187801
-1.581330,2.174731,-1.045759,-1.541640,-1.205429
