
-1.591453,-0.711316,2.256928,-1.514452,2.322334
-1.152306,0.168965,1.781161,-1.087877,1.844659
-0.494071,2.379051,-2.064707,-0.444079,-1.974332
0.158747,5.302378,-4.751359,0.191766,-4.339800
0.662396,7.049070,-7.466179,0.675359,-7.552234
0.957850,7.118147,-8.127906,0.955761,-7.825758
1.179998,5.743774,-6.661712,1.161462,-6.737409
1.519229,3.883074,-4.862571,1.487586,-4.397013
2.164303,2.685656,-4.106686,2.121430,-4.052970
2.995685,1.908924,-5.800066,2.938318,-5.652630
3.604850,0.942123,-4.743386,3.539770,-4.662349
3.685961,-0.962471,-4.019703,3.622323,-3.970313
3.291031,-3.244417,0.327954,3.238528,0.296584
2.636049,-4.721575,2.051490,2.599896,1.910657
1.963203,-5.818102,4.727925,1.944567,4.578846
1.432664,-6.807334,6.467983,1.432616,6.149222
1.121025,-8.306574,8.211702,1.137458,7.833007
0.911049,-8.386576,8.504501,0.942053,8.337396
0.586690,-7.168223,6.369179,0.632079,6.430702
-0.029789,-4.592770,5.012984,0.027809,4.727492
-0.864051,-2.091775,3.970796,-0.792207,3.795326
-1.507373,-1.298255,2.651805,-1.426394,2.646985
-1.625497,-0.959347,3.021227,-1.546592,3.039554
-1.258731,-0.106448,1.000579,-1.190773,0.879394
-0.620134,1.879634,-1.153742,-0.568821,-1.062518
0.049172,4.784765,-4.908300,0.082853,-4.926063
0.581292,6.860030,-7.629506,0.599761,-7.558166
0.915550,7.190775,-7.737328,0.915365,-7.510611
1.134309,6.158221,-8.286560,1.119147,-8.058731
1.438365,4.117628,-4.496191,1.409984,-4.146434
2.018902,2.886637,-4.684179,1.976919,-4.616525
2.843584,2.024419,-3.948844,2.786411,-3.808194
3.530499,1.216801,-4.568110,3.465253,-4.411397
3.711088,-0.586901,-3.161463,3.645394,-3.108966
3.392387,-2.862921,-0.693761,3.339289,-0.785696
2.767483,-4.482142,2.728728,2.728932,2.573117
2.083734,-5.632160,3.988561,2.063906,3.718434
1.516123,-6.576321,4.318653,1.512043,4.078074
1.160017,-8.094732,7.098899,1.172916,6.875739
0.952248,-8.488477,8.753380,0.980078,8.668019
0.663364,-7.533247,7.529799,0.705170,7.344757
0.109369,-5.121995,5.068320,0.166652,4.947202
-0.711287,-2.422250,3.723600,-0.641294,3.519212
-1.419610,-1.298040,2.371500,-1.340154,2.163051
-1.643105,-1.110547,2.251603,-1.563648,2.376305
-1.357442,-0.300477,1.314420,-1.287515,1.090979
