
-1.615308,-1.217771,2.806850,-1.574923,2.814552
-0.863463,-3.200308,4.999771,-0.852786,4.919359
0.167028,-5.330873,5.188734,0.144557,5.069388
1.248710,-6.270277,6.233536,1.194895,6.402944
1.942482,-5.469457,4.387174,1.866769,3.996520
1.993261,-3.091131,1.115120,1.911086,1.185884
1.426442,-0.682254,-0.440628,1.353314,-0.685065
0.415082,0.658008,-0.445255,0.363605,-0.158518
-0.868049,1.825145,0.279316,-0.887547,0.174029
-2.083551,2.779459,-1.045286,-2.072008,-0.976905
-2.996111,5.282741,-2.334389,-2.958514,-2.253077
-3.649083,8.511072,-6.057381,-3.584632,-5.944053
-4.376875,10.557049,-5.648145,-4.284658,-5.528774
-5.390267,11.257168,-5.963327,-5.265084,-5.871612
-6.468142,10.838698,-3.779686,-6.311123,-3.713884
-7.208567,10.515941,-2.141074,-7.030539,-2.191071
-7.328289,9.999490,-1.545303,-7.142285,-1.692340
-6.812581,8.708999,-0.935689,-6.634107,-0.900302
-5.828557,6.139390,-0.469530,-5.670669,-0.201297
-4.557603,3.617552,1.328746,-4.429193,1.194645
-3.315279,1.673912,2.711758,-3.218504,2.577460
-2.393507,0.553596,2.009296,-2.324743,2.020734
-1.734561,-0.930447,3.041921,-1.690962,3.016728
-1.028183,-2.771175,3.656552,-1.011780,3.462179
-0.036135,-5.056850,5.341770,-0.052522,5.234074
1.064157,-6.220185,5.450838,1.017387,5.180130
1.846905,-5.747802,4.166437,1.775993,3.944696
2.036818,-3.610625,2.306630,1.954524,2.261644
1.572552,-1.078519,-1.398971,1.495836,-1.405232
0.631790,0.408326,0.381249,0.574729,0.625907
-0.614475,1.625408,-0.464773,-0.639996,-0.554351
-1.879198,2.479035,0.704663,-1.873232,0.813418
-2.852007,4.687907,-1.407376,-2.819338,-1.313713
-3.522360,7.978240,-4.565723,-3.464389,-4.431780
-4.221109,10.287878,-6.043642,-4.134748,-5.998435
-5.184030,11.201758,-4.867142,-5.066980,-4.796399
-6.277637,10.991116,-4.088350,-6.128075,-4.141600
-7.111002,10.551089,-3.885765,-6.936403,-3.873297
-7.364105,10.170524,-2.585566,-7.176596,-2.586866
-6.950945,8.967875,-1.139968,-6.768386,-1.016275
-6.038630,6.700158,0.038755,-5.874534,0.064723
-4.796581,4.089597,0.637387,-4.662399,0.645083
-3.534503,1.945755,2.268019,-3.431990,2.135762
-2.544238,0.783667,1.636502,-2.470323,1.433559
-1.850612,-0.635357,2.107372,-1.802173,2.192416
-1.176699,-2.326811,3.141002,-1.154973,2.844893
