
-1.642005,-4.952765,6.857149,-1.624157,6.819969
-1.313052,-3.601165,5.743750,-1.307384,5.682827
-0.687273,-1.172504,1.645732,-0.700638,1.592040
0.101010,0.733889,-0.239159,0.067862,0.055166
0.842107,1.461318,-1.981641,0.790700,-2.215798
1.326181,1.896307,-3.072901,1.261931,-2.896379
1.375920,2.270919,-3.237374,1.309615,-3.407545
0.986291,4.089920,-4.584648,0.929366,-4.141278
0.474231,6.351201,-6.106550,0.429652,-6.057647
0.119792,7.376143,-8.460144,0.086660,-8.256823
0.009166,7.122579,-7.687203,-0.014332,-7.492740
-0.055945,5.801668,-7.036119,-0.070456,-6.864509
-0.360490,4.945961,-4.070940,-0.361433,-4.014059
-0.976227,4.312408,-3.519808,-0.959316,-3.494884
-1.769946,3.398919,-0.953110,-1.731665,-0.996713
-2.522050,1.509527,1.902381,-2.466985,1.777002
-3.027074,-0.274495,4.346802,-2.957659,4.077933
-3.114064,-1.554676,5.709805,-3.042417,5.590254
-2.750015,-1.984253,4.907178,-2.687369,5.061203
-2.242617,-2.565781,5.325813,-2.191417,4.963699
-1.867647,-3.565214,6.621849,-1.826849,6.356932
-1.729936,-4.841510,6.809871,-1.699090,6.717597
-1.674759,-5.012005,7.466463,-1.654995,7.367742
-1.394721,-3.948305,5.385842,-1.387770,5.141629
-0.822128,-1.628147,2.385566,-0.833054,2.356386
-0.047240,0.474425,-0.448242,-0.077531,-0.604304
0.712291,1.336590,-1.942730,0.663964,-2.057908
1.262049,1.857064,-2.522373,1.200026,-2.403302
1.397869,2.116335,-4.304825,1.332008,-4.175264
1.079927,3.657114,-3.460635,1.020922,-3.165737
0.564852,5.964851,-6.506452,0.519253,-6.449560
0.161782,7.342509,-6.639531,0.127715,-6.403769
0.016940,7.230128,-7.240615,-0.008120,-7.007748
-0.032279,6.061036,-6.186336,-0.046128,-6.018491
-0.281340,5.037392,-4.760790,-0.284320,-4.764385
-0.838068,4.453896,-2.804226,-0.824486,-2.785284
-1.622887,3.613626,-1.606119,-1.589295,-1.742198
-2.391137,1.928018,-0.109878,-2.340103,-0.229186
-2.955012,0.021165,3.174283,-2.888976,2.999212
-3.132511,-1.405018,5.813351,-3.061496,5.780849
-2.845440,-1.910641,5.432155,-2.780280,5.294994
-2.330019,-2.468355,4.655572,-2.276607,4.547426
-1.917755,-3.263904,5.933833,-1.875398,5.694110
-1.742052,-4.785801,6.358657,-1.711334,6.040330
-1.701942,-5.105343,6.821685,-1.680746,6.832379
-1.470329,-4.250026,5.634817,-1.459070,5.269322
